OrderDate,OrderNumber,Line Total
2023-08-14 00:00:00,SO - 0004700,28106.5
2023-08-14 00:00:00,SO - 0004701,19195.5
2023-08-14 00:00:00,SO - 0004702,27711.2
2023-08-14 00:00:00,SO - 0004703,12060
2023-08-14 00:00:00,SO - 0004704,9701.6
2023-08-14 00:00:00,SO - 0004705,55348.7
2023-08-15 00:00:00,SO - 0004706,14512.2
2023-08-15 00:00:00,SO - 0004707,9768.6
2023-08-15 00:00:00,SO - 0004708,63013.5
2023-08-15 00:00:00,SO - 0004709,2144
2023-08-15 00:00:00,SO - 0004710,9802.1
2023-08-15 00:00:00,SO - 0004711,6391.8
2023-08-15 00:00:00,SO - 0004712,69056.9
2023-08-15 00:00:00,SO - 0004713,7597.8
2023-08-15 00:00:00,SO - 0004714,64722
2023-08-15 00:00:00,SO - 0004715,2345
2023-08-16 00:00:00,SO - 0004716,8803.8
2023-08-16 00:00:00,SO - 0004717,1527.6
2023-08-16 00:00:00,SO - 0004718,7517.4
2023-08-16 00:00:00,SO - 0004719,9889.2
2023-08-16 00:00:00,SO - 0004720,9527.4
2023-08-16 00:00:00,SO - 0004721,2412
2023-08-16 00:00:00,SO - 0004722,6271.2
2023-08-16 00:00:00,SO - 0004723,18867.2
2023-08-16 00:00:00,SO - 0004724,18009.6
2023-08-17 00:00:00,SO - 0004725,10653
2023-08-17 00:00:00,SO - 0004726,22981
2023-08-17 00:00:00,SO - 0004727,25326
2023-08-17 00:00:00,SO - 0004728,11189
2023-08-17 00:00:00,SO - 0004729,8790.4
2023-08-17 00:00:00,SO - 0004730,12991.3
2023-08-17 00:00:00,SO - 0004731,15195.6
2023-08-17 00:00:00,SO - 0004732,10720
2023-08-18 00:00:00,SO - 0004733,20743.2
2023-08-18 00:00:00,SO - 0004734,9949.5
2023-08-18 00:00:00,SO - 0004735,7658.1
2023-08-18 00:00:00,SO - 0004736,61425.6
2023-08-18 00:00:00,SO - 0004737,13909.2
2023-08-18 00:00:00,SO - 0004738,5862.5
2023-08-18 00:00:00,SO - 0004739,13976.2
2023-08-18 00:00:00,SO - 0004740,40066
2023-08-19 00:00:00,SO - 0004741,11570.9
2023-08-19 00:00:00,SO - 0004742,43409.3
2023-08-19 00:00:00,SO - 0004743,10833.9
2023-08-19 00:00:00,SO - 0004744,23476.8
2023-08-19 00:00:00,SO - 0004745,22793.4
2023-08-19 00:00:00,SO - 0004746,22914
2023-08-19 00:00:00,SO - 0004747,14954.4
2023-08-19 00:00:00,SO - 0004748,7926.1
2023-08-20 00:00:00,SO - 0004749,8991.4
2023-08-20 00:00:00,SO - 0004750,10130.4
2023-08-20 00:00:00,SO - 0004751,10552.5
2023-08-20 00:00:00,SO - 0004752,6914.4
2023-08-20 00:00:00,SO - 0004753,74048.4
2023-08-20 00:00:00,SO - 0004754,50437.6
2023-08-20 00:00:00,SO - 0004755,6860.8
2023-08-21 00:00:00,SO - 0004756,50518
2023-08-21 00:00:00,SO - 0004757,1876
2023-08-21 00:00:00,SO - 0004758,10190.7
2023-08-21 00:00:00,SO - 0004759,23168.6
2023-08-21 00:00:00,SO - 0004760,8381.7
2023-08-21 00:00:00,SO - 0004761,23316
2023-08-21 00:00:00,SO - 0004762,55717.2
2023-08-21 00:00:00,SO - 0004763,5862.5
2023-08-21 00:00:00,SO - 0004764,8281.2
2023-08-22 00:00:00,SO - 0004765,23637.6
2023-08-22 00:00:00,SO - 0004766,21828.6
2023-08-22 00:00:00,SO - 0004767,46390.8
2023-08-22 00:00:00,SO - 0004768,9406.8
2023-08-22 00:00:00,SO - 0004769,61345.2
2023-08-22 00:00:00,SO - 0004770,9045
2023-08-22 00:00:00,SO - 0004771,16039.8
2023-08-23 00:00:00,SO - 0004772,23838.6
2023-08-23 00:00:00,SO - 0004773,14900.8
2023-08-23 00:00:00,SO - 0004774,4790.5
2023-08-23 00:00:00,SO - 0004775,10023.2
2023-08-24 00:00:00,SO - 0004776,5125.5
2023-08-24 00:00:00,SO - 0004777,13346.4
2023-08-24 00:00:00,SO - 0004778,18867.2
2023-08-24 00:00:00,SO - 0004779,39463
2023-08-24 00:00:00,SO - 0004780,6378.4
2023-08-24 00:00:00,SO - 0004781,4663.2
2023-08-24 00:00:00,SO - 0004782,21105
2023-08-24 00:00:00,SO - 0004783,34786.4
2023-08-25 00:00:00,SO - 0004784,20260.8
2023-08-25 00:00:00,SO - 0004785,2412
2023-08-25 00:00:00,SO - 0004786,7175.7
2023-08-25 00:00:00,SO - 0004787,20904
2023-08-25 00:00:00,SO - 0004788,15557.4
2023-08-25 00:00:00,SO - 0004789,16642.8
2023-08-26 00:00:00,SO - 0004790,13024.8
2023-08-26 00:00:00,SO - 0004791,23476.8
2023-08-26 00:00:00,SO - 0004792,1005
2023-08-26 00:00:00,SO - 0004793,21547.2
2023-08-26 00:00:00,SO - 0004794,35034.3
2023-08-26 00:00:00,SO - 0004795,1916.2
2023-08-26 00:00:00,SO - 0004796,23155.2
2023-08-26 00:00:00,SO - 0004797,1005
2023-08-26 00:00:00,SO - 0004798,39999
2023-08-27 00:00:00,SO - 0004799,19677.9
2023-08-27 00:00:00,SO - 0004800,2412
2023-08-27 00:00:00,SO - 0004801,1206
2023-08-27 00:00:00,SO - 0004802,6391.8
2023-08-27 00:00:00,SO - 0004803,19456.8
2023-08-27 00:00:00,SO - 0004804,22954.2
2023-08-27 00:00:00,SO - 0004805,32361
2023-08-27 00:00:00,SO - 0004806,39865
2023-08-27 00:00:00,SO - 0004807,10050
2023-08-28 00:00:00,SO - 0004808,36220.2
2023-08-28 00:00:00,SO - 0004809,28622.4
2023-08-28 00:00:00,SO - 0004810,6432
2023-08-28 00:00:00,SO - 0004811,35597.1
2023-08-28 00:00:00,SO - 0004812,26920.6
2023-08-28 00:00:00,SO - 0004813,12864
2023-08-28 00:00:00,SO - 0004814,8629.6
2023-08-29 00:00:00,SO - 0004815,58022
2023-08-29 00:00:00,SO - 0004816,8609.5
2023-08-29 00:00:00,SO - 0004817,9447
2023-08-29 00:00:00,SO - 0004818,1735.3
2023-08-29 00:00:00,SO - 0004819,21225.6
2023-08-29 00:00:00,SO - 0004820,8743.5
2023-08-29 00:00:00,SO - 0004821,11189
2023-08-30 00:00:00,SO - 0004822,10907.6
2023-08-30 00:00:00,SO - 0004823,25205.4
2023-08-30 00:00:00,SO - 0004824,11336.4
2023-08-30 00:00:00,SO - 0004825,19329.5
2023-08-30 00:00:00,SO - 0004826,7832.3
2023-08-30 00:00:00,SO - 0004827,1989.9
2023-08-30 00:00:00,SO - 0004828,34089.6
2023-08-30 00:00:00,SO - 0004829,32160
2023-08-30 00:00:00,SO - 0004830,12475.4
2023-08-30 00:00:00,SO - 0004831,10854
2023-08-30 00:00:00,SO - 0004832,32052.8
2023-08-31 00:00:00,SO - 0004833,12944.4
2023-08-31 00:00:00,SO - 0004834,10974.6
2023-08-31 00:00:00,SO - 0004835,29024.4
2023-08-31 00:00:00,SO - 0004836,13614.4
2023-08-31 00:00:00,SO - 0004837,5360
2023-08-31 00:00:00,SO - 0004838,19095
2023-08-31 00:00:00,SO - 0004839,5226
2023-08-31 00:00:00,SO - 0004840,23356.2
2023-08-31 00:00:00,SO - 0004841,30766.4
2023-08-31 00:00:00,SO - 0004842,7597.8
2023-09-01 00:00:00,SO - 0004843,15711.5
2023-09-01 00:00:00,SO - 0004844,6030
2023-09-01 00:00:00,SO - 0004845,19296
2023-09-01 00:00:00,SO - 0004846,7691.6
2023-09-01 00:00:00,SO - 0004847,9507.3
2023-09-01 00:00:00,SO - 0004848,35536.8
2023-09-01 00:00:00,SO - 0004849,42451.2
2023-09-01 00:00:00,SO - 0004850,23476.8
2023-09-01 00:00:00,SO - 0004851,7075.2
2023-09-01 00:00:00,SO - 0004852,16817
2023-09-02 00:00:00,SO - 0004853,29104.8
2023-09-02 00:00:00,SO - 0004854,7832.3
2023-09-02 00:00:00,SO - 0004855,13266
2023-09-02 00:00:00,SO - 0004856,20823.6
2023-09-02 00:00:00,SO - 0004857,1809
2023-09-02 00:00:00,SO - 0004858,59965
2023-09-03 00:00:00,SO - 0004859,14552.4
2023-09-03 00:00:00,SO - 0004860,54605
2023-09-03 00:00:00,SO - 0004861,6237.7
2023-09-03 00:00:00,SO - 0004862,15195.6
2023-09-03 00:00:00,SO - 0004863,27898.8
2023-09-03 00:00:00,SO - 0004864,9105.3
2023-09-03 00:00:00,SO - 0004865,1876
2023-09-03 00:00:00,SO - 0004866,12944.4
2023-09-03 00:00:00,SO - 0004867,2077
2023-09-03 00:00:00,SO - 0004868,27175.2
2023-09-04 00:00:00,SO - 0004869,7075.2
2023-09-04 00:00:00,SO - 0004870,14204
2023-09-04 00:00:00,SO - 0004871,51134.4
2023-09-04 00:00:00,SO - 0004872,47489.6
2023-09-04 00:00:00,SO - 0004873,8629.6
2023-09-04 00:00:00,SO - 0004874,18572.4
2023-09-04 00:00:00,SO - 0004875,2948
2023-09-04 00:00:00,SO - 0004876,5494
2023-09-05 00:00:00,SO - 0004877,27999.3
2023-09-05 00:00:00,SO - 0004878,49633.6
2023-09-05 00:00:00,SO - 0004879,22579
2023-09-05 00:00:00,SO - 0004880,16227.4
2023-09-05 00:00:00,SO - 0004881,18760
2023-09-05 00:00:00,SO - 0004882,9004.8
2023-09-05 00:00:00,SO - 0004883,35396.1
2023-09-05 00:00:00,SO - 0004884,49144.5
2023-09-06 00:00:00,SO - 0004885,9112
2023-09-06 00:00:00,SO - 0004886,2546
2023-09-06 00:00:00,SO - 0004887,15235.8
2023-09-06 00:00:00,SO - 0004888,51737.4
2023-09-06 00:00:00,SO - 0004889,18090
2023-09-06 00:00:00,SO - 0004890,1172.5
2023-09-07 00:00:00,SO - 0004891,971.5
2023-09-07 00:00:00,SO - 0004892,47194.8
2023-09-07 00:00:00,SO - 0004893,27014.4
2023-09-07 00:00:00,SO - 0004894,48903.3
2023-09-07 00:00:00,SO - 0004895,40990.6
2023-09-07 00:00:00,SO - 0004896,10130.4
2023-09-07 00:00:00,SO - 0004897,5587.8
2023-09-07 00:00:00,SO - 0004898,9567.6
2023-09-07 00:00:00,SO - 0004899,10532.4
2023-09-07 00:00:00,SO - 0004900,24053
2023-09-08 00:00:00,SO - 0004901,2291.4
2023-09-08 00:00:00,SO - 0004902,9916
2023-09-08 00:00:00,SO - 0004903,8790.4
2023-09-08 00:00:00,SO - 0004904,10291.2
2023-09-08 00:00:00,SO - 0004905,23637.6
2023-09-08 00:00:00,SO - 0004906,46712.4
2023-09-09 00:00:00,SO - 0004907,12529
2023-09-09 00:00:00,SO - 0004908,2351.7
2023-09-09 00:00:00,SO - 0004909,2814
2023-09-09 00:00:00,SO - 0004910,14518.9
2023-09-10 00:00:00,SO - 0004911,32079.6
2023-09-10 00:00:00,SO - 0004912,32428
2023-09-10 00:00:00,SO - 0004913,1842.5
2023-09-10 00:00:00,SO - 0004914,42598.6
2023-09-10 00:00:00,SO - 0004915,39329
2023-09-10 00:00:00,SO - 0004916,5293
2023-09-10 00:00:00,SO - 0004917,1313.2
2023-09-10 00:00:00,SO - 0004918,13065
2023-09-10 00:00:00,SO - 0004919,9815.5
2023-09-10 00:00:00,SO - 0004920,23959.2
2023-09-11 00:00:00,SO - 0004921,7705
2023-09-11 00:00:00,SO - 0004922,60949.9
2023-09-11 00:00:00,SO - 0004923,15597.6
2023-09-11 00:00:00,SO - 0004924,29446.5
2023-09-11 00:00:00,SO - 0004925,8033.3
2023-09-11 00:00:00,SO - 0004926,30980.8
2023-09-12 00:00:00,SO - 0004927,21466.8
2023-09-12 00:00:00,SO - 0004928,30391.2
2023-09-12 00:00:00,SO - 0004929,18713.1
2023-09-12 00:00:00,SO - 0004930,12783.6
2023-09-12 00:00:00,SO - 0004931,10190.7
2023-09-12 00:00:00,SO - 0004932,37332.4
2023-09-12 00:00:00,SO - 0004933,9433.6
2023-09-12 00:00:00,SO - 0004934,871
2023-09-12 00:00:00,SO - 0004935,42612
2023-09-12 00:00:00,SO - 0004936,1447.2
2023-09-13 00:00:00,SO - 0004937,18023
2023-09-13 00:00:00,SO - 0004938,42672.3
2023-09-13 00:00:00,SO - 0004939,8415.2
2023-09-13 00:00:00,SO - 0004940,42967.1
2023-09-13 00:00:00,SO - 0004941,9802.1
2023-09-13 00:00:00,SO - 0004942,2211
2023-09-13 00:00:00,SO - 0004943,43851.5
2023-09-13 00:00:00,SO - 0004944,938
2023-09-13 00:00:00,SO - 0004945,1072
2023-09-13 00:00:00,SO - 0004946,8743.5
2023-09-13 00:00:00,SO - 0004947,19698
2023-09-14 00:00:00,SO - 0004948,19765
2023-09-14 00:00:00,SO - 0004949,30150
2023-09-14 00:00:00,SO - 0004950,34431.3
2023-09-14 00:00:00,SO - 0004951,2284.7
2023-09-14 00:00:00,SO - 0004952,19296
2023-09-14 00:00:00,SO - 0004953,11457
2023-09-14 00:00:00,SO - 0004954,30632.4
2023-09-14 00:00:00,SO - 0004955,44488
2023-09-14 00:00:00,SO - 0004956,2144
2023-09-14 00:00:00,SO - 0004957,21346.2
2023-09-15 00:00:00,SO - 0004958,7269.5
2023-09-15 00:00:00,SO - 0004959,5058.5
2023-09-15 00:00:00,SO - 0004960,47114.4
2023-09-15 00:00:00,SO - 0004961,60702
2023-09-15 00:00:00,SO - 0004962,47972
2023-09-15 00:00:00,SO - 0004963,45647.1
2023-09-15 00:00:00,SO - 0004964,30820
2023-09-15 00:00:00,SO - 0004965,26779.9
2023-09-15 00:00:00,SO - 0004966,12006.4
2023-09-16 00:00:00,SO - 0004967,46149.6
2023-09-16 00:00:00,SO - 0004968,12944.4
2023-09-16 00:00:00,SO - 0004969,10452
2023-09-16 00:00:00,SO - 0004970,2412
2023-09-17 00:00:00,SO - 0004971,16220.7
2023-09-17 00:00:00,SO - 0004972,9225.9
2023-09-17 00:00:00,SO - 0004973,15477
2023-09-17 00:00:00,SO - 0004974,37546.8
2023-09-17 00:00:00,SO - 0004975,31999.2
2023-09-17 00:00:00,SO - 0004976,16750
2023-09-17 00:00:00,SO - 0004977,5695
2023-09-17 00:00:00,SO - 0004978,10117
2023-09-18 00:00:00,SO - 0004979,1742
2023-09-18 00:00:00,SO - 0004980,14204
2023-09-18 00:00:00,SO - 0004981,9587.7
2023-09-18 00:00:00,SO - 0004982,42866.6
2023-09-18 00:00:00,SO - 0004983,26974.2
2023-09-18 00:00:00,SO - 0004984,27342.7
2023-09-18 00:00:00,SO - 0004985,16461.9
2023-09-18 00:00:00,SO - 0004986,5949.6
2023-09-18 00:00:00,SO - 0004987,62712
2023-09-19 00:00:00,SO - 0004988,65298.2
2023-09-19 00:00:00,SO - 0004989,12622.8
2023-09-19 00:00:00,SO - 0004990,8147.2
2023-09-19 00:00:00,SO - 0004991,37319
2023-09-19 00:00:00,SO - 0004992,26210.4
2023-09-20 00:00:00,SO - 0004993,5527.5
2023-09-20 00:00:00,SO - 0004994,45774.4
2023-09-20 00:00:00,SO - 0004995,17587.5
2023-09-20 00:00:00,SO - 0004996,23383
2023-09-20 00:00:00,SO - 0004997,17848.8
2023-09-20 00:00:00,SO - 0004998,10934.4
2023-09-20 00:00:00,SO - 0004999,56501.1
2023-09-20 00:00:00,SO - 0005000,16602.6
2023-09-20 00:00:00,SO - 0005001,11818.8
2023-09-20 00:00:00,SO - 0005002,65961.5
2023-09-20 00:00:00,SO - 0005003,23195.4
2023-09-20 00:00:00,SO - 0005004,63455.7
2023-09-21 00:00:00,SO - 0005005,15329.6
2023-09-21 00:00:00,SO - 0005006,17909.1
2023-09-21 00:00:00,SO - 0005007,23590.7
2023-09-21 00:00:00,SO - 0005008,9359.9
2023-09-21 00:00:00,SO - 0005009,7879.2
2023-09-21 00:00:00,SO - 0005010,49258.4
2023-09-21 00:00:00,SO - 0005011,10050
2023-09-21 00:00:00,SO - 0005012,14874
2023-09-21 00:00:00,SO - 0005013,13929.3
2023-09-21 00:00:00,SO - 0005014,6452.1
2023-09-22 00:00:00,SO - 0005015,18572.4
2023-09-22 00:00:00,SO - 0005016,26197
2023-09-22 00:00:00,SO - 0005017,12100.2
2023-09-22 00:00:00,SO - 0005018,31945.6
2023-09-22 00:00:00,SO - 0005019,11993
2023-09-22 00:00:00,SO - 0005020,7075.2
2023-09-22 00:00:00,SO - 0005021,5628
2023-09-22 00:00:00,SO - 0005022,10773.6
2023-09-22 00:00:00,SO - 0005023,27014.4
2023-09-22 00:00:00,SO - 0005024,9514
2023-09-22 00:00:00,SO - 0005025,1407
2023-09-22 00:00:00,SO - 0005026,12830.5
2023-09-22 00:00:00,SO - 0005027,20743.2
2023-09-23 00:00:00,SO - 0005028,25661
2023-09-23 00:00:00,SO - 0005029,49325.4
2023-09-23 00:00:00,SO - 0005030,19765
2023-09-23 00:00:00,SO - 0005031,11577.6
2023-09-23 00:00:00,SO - 0005032,9715
2023-09-23 00:00:00,SO - 0005033,19463.5
2023-09-23 00:00:00,SO - 0005034,40756.1
2023-09-23 00:00:00,SO - 0005035,15798.6
2023-09-23 00:00:00,SO - 0005036,25031.2
2023-09-23 00:00:00,SO - 0005037,23182
2023-09-24 00:00:00,SO - 0005038,17353
2023-09-24 00:00:00,SO - 0005039,46551.6
2023-09-24 00:00:00,SO - 0005040,47194.8
2023-09-24 00:00:00,SO - 0005041,11497.2
2023-09-24 00:00:00,SO - 0005042,2358.4
2023-09-24 00:00:00,SO - 0005043,8978
2023-09-24 00:00:00,SO - 0005044,6834
2023-09-24 00:00:00,SO - 0005045,60065.5
2023-09-24 00:00:00,SO - 0005046,19135.2
2023-09-24 00:00:00,SO - 0005047,29982.5
2023-09-25 00:00:00,SO - 0005048,20743.2
2023-09-25 00:00:00,SO - 0005049,33433
2023-09-25 00:00:00,SO - 0005050,871
2023-09-25 00:00:00,SO - 0005051,11644.6
2023-09-25 00:00:00,SO - 0005052,6753.6
2023-09-25 00:00:00,SO - 0005053,47596.8
2023-09-25 00:00:00,SO - 0005054,31597.2
2023-09-25 00:00:00,SO - 0005055,10117
2023-09-25 00:00:00,SO - 0005056,23356.2
2023-09-25 00:00:00,SO - 0005057,19028
2023-09-25 00:00:00,SO - 0005058,8254.4
2023-09-25 00:00:00,SO - 0005059,48722.4
2023-09-26 00:00:00,SO - 0005060,19463.5
2023-09-26 00:00:00,SO - 0005061,24542.1
2023-09-26 00:00:00,SO - 0005062,43483
2023-09-26 00:00:00,SO - 0005063,7450.4
2023-09-26 00:00:00,SO - 0005064,21011.2
2023-09-26 00:00:00,SO - 0005065,8408.5
2023-09-26 00:00:00,SO - 0005066,12663
2023-09-26 00:00:00,SO - 0005067,26853.6
2023-09-26 00:00:00,SO - 0005068,8897.6
2023-09-26 00:00:00,SO - 0005069,14900.8
2023-09-26 00:00:00,SO - 0005070,1273
2023-09-26 00:00:00,SO - 0005071,35275.5
2023-09-26 00:00:00,SO - 0005072,35818.2
2023-09-27 00:00:00,SO - 0005073,23155.2
2023-09-27 00:00:00,SO - 0005074,2144
2023-09-27 00:00:00,SO - 0005075,12529
2023-09-27 00:00:00,SO - 0005076,28093.1
2023-09-27 00:00:00,SO - 0005077,13346.4
2023-09-27 00:00:00,SO - 0005078,19296
2023-09-27 00:00:00,SO - 0005079,30605.6
2023-09-27 00:00:00,SO - 0005080,2170.8
2023-09-27 00:00:00,SO - 0005081,19899
2023-09-27 00:00:00,SO - 0005082,19497
2023-09-27 00:00:00,SO - 0005083,14472
2023-09-27 00:00:00,SO - 0005084,47007.2
2023-09-27 00:00:00,SO - 0005085,26465
2023-09-28 00:00:00,SO - 0005086,39128
2023-09-28 00:00:00,SO - 0005087,8113.7
2023-09-28 00:00:00,SO - 0005088,6753.6
2023-09-28 00:00:00,SO - 0005089,19564
2023-09-28 00:00:00,SO - 0005090,2733.6
2023-09-28 00:00:00,SO - 0005091,9165.6
2023-09-28 00:00:00,SO - 0005092,10318
2023-09-28 00:00:00,SO - 0005093,2050.2
2023-09-28 00:00:00,SO - 0005094,9045
2023-09-29 00:00:00,SO - 0005095,2278
2023-09-29 00:00:00,SO - 0005096,5360
2023-09-29 00:00:00,SO - 0005097,30069.6
2023-09-29 00:00:00,SO - 0005098,36180
2023-09-29 00:00:00,SO - 0005099,29580.5
2023-09-29 00:00:00,SO - 0005100,9828.9
2023-09-29 00:00:00,SO - 0005101,43556.7
2023-09-29 00:00:00,SO - 0005102,38458
2023-09-29 00:00:00,SO - 0005103,35275.5
2023-09-29 00:00:00,SO - 0005104,1340
2023-09-30 00:00:00,SO - 0005105,27905.5
2023-09-30 00:00:00,SO - 0005106,26800
2023-09-30 00:00:00,SO - 0005107,10452
2023-09-30 00:00:00,SO - 0005108,47596.8
2023-09-30 00:00:00,SO - 0005109,27624.1
2023-09-30 00:00:00,SO - 0005110,17728.2
2023-09-30 00:00:00,SO - 0005111,35175
2023-09-30 00:00:00,SO - 0005112,8408.5
2023-10-01 00:00:00,SO - 0005113,14592.6
2023-10-01 00:00:00,SO - 0005114,18719.8
2023-10-01 00:00:00,SO - 0005115,24528.7
2023-10-01 00:00:00,SO - 0005116,29037.8
2023-10-01 00:00:00,SO - 0005117,20421.6
2023-10-01 00:00:00,SO - 0005118,38598.7
2023-10-01 00:00:00,SO - 0005119,11055
2023-10-01 00:00:00,SO - 0005120,8254.4
2023-10-01 00:00:00,SO - 0005121,34089.6
2023-10-01 00:00:00,SO - 0005122,20207.2
2023-10-01 00:00:00,SO - 0005123,7678.2
2023-10-02 00:00:00,SO - 0005124,37144.8
2023-10-02 00:00:00,SO - 0005125,871
2023-10-02 00:00:00,SO - 0005126,5869.2
2023-10-02 00:00:00,SO - 0005127,1139
2023-10-02 00:00:00,SO - 0005128,1139
2023-10-02 00:00:00,SO - 0005129,50544.8
2023-10-02 00:00:00,SO - 0005130,15316.2
2023-10-02 00:00:00,SO - 0005131,24441.6
2023-10-02 00:00:00,SO - 0005132,9654.7
2023-10-03 00:00:00,SO - 0005133,5494
2023-10-03 00:00:00,SO - 0005134,9581
2023-10-03 00:00:00,SO - 0005135,9045
2023-10-03 00:00:00,SO - 0005136,11644.6
2023-10-03 00:00:00,SO - 0005137,5293
2023-10-04 00:00:00,SO - 0005138,38786.3
2023-10-04 00:00:00,SO - 0005139,13587.6
2023-10-04 00:00:00,SO - 0005140,10130.4
2023-10-04 00:00:00,SO - 0005141,12763.5
2023-10-04 00:00:00,SO - 0005142,6110.4
2023-10-04 00:00:00,SO - 0005143,11577.6
2023-10-04 00:00:00,SO - 0005144,10612.8
2023-10-04 00:00:00,SO - 0005145,29908.8
2023-10-04 00:00:00,SO - 0005146,4857.5
2023-10-04 00:00:00,SO - 0005147,6391.8
2023-10-04 00:00:00,SO - 0005148,36783
2023-10-05 00:00:00,SO - 0005149,31838.4
2023-10-05 00:00:00,SO - 0005150,12381.6
2023-10-05 00:00:00,SO - 0005151,5145.6
2023-10-05 00:00:00,SO - 0005152,8911
2023-10-05 00:00:00,SO - 0005153,14070
2023-10-06 00:00:00,SO - 0005154,6860.8
2023-10-06 00:00:00,SO - 0005155,6097
2023-10-06 00:00:00,SO - 0005156,20475.2
2023-10-06 00:00:00,SO - 0005157,34310.7
2023-10-06 00:00:00,SO - 0005158,5293
2023-10-06 00:00:00,SO - 0005159,17353
2023-10-06 00:00:00,SO - 0005160,8710
2023-10-06 00:00:00,SO - 0005161,28461.6
2023-10-06 00:00:00,SO - 0005162,1869.3
2023-10-06 00:00:00,SO - 0005163,8381.7
2023-10-06 00:00:00,SO - 0005164,25493.5
2023-10-06 00:00:00,SO - 0005165,11658
2023-10-07 00:00:00,SO - 0005166,13366.5
2023-10-07 00:00:00,SO - 0005167,31222
2023-10-07 00:00:00,SO - 0005168,23235.6
2023-10-07 00:00:00,SO - 0005169,21145.2
2023-10-07 00:00:00,SO - 0005170,17868.9
2023-10-07 00:00:00,SO - 0005171,6030
2023-10-07 00:00:00,SO - 0005172,12060
2023-10-07 00:00:00,SO - 0005173,14740
2023-10-07 00:00:00,SO - 0005174,19262.5
2023-10-08 00:00:00,SO - 0005175,8488.9
2023-10-08 00:00:00,SO - 0005176,19095
2023-10-08 00:00:00,SO - 0005177,12783.6
2023-10-08 00:00:00,SO - 0005178,16763.4
2023-10-08 00:00:00,SO - 0005179,21888.9
2023-10-08 00:00:00,SO - 0005180,24240.6
2023-10-08 00:00:00,SO - 0005181,28140
2023-10-08 00:00:00,SO - 0005182,9701.6
2023-10-08 00:00:00,SO - 0005183,31356
2023-10-09 00:00:00,SO - 0005184,30766.4
2023-10-09 00:00:00,SO - 0005185,11993
2023-10-09 00:00:00,SO - 0005186,61238
2023-10-09 00:00:00,SO - 0005187,10733.4
2023-10-09 00:00:00,SO - 0005188,27483.4
2023-10-09 00:00:00,SO - 0005189,1447.2
2023-10-09 00:00:00,SO - 0005190,22183.7
2023-10-09 00:00:00,SO - 0005191,14070
2023-10-10 00:00:00,SO - 0005192,27717.9
2023-10-10 00:00:00,SO - 0005193,2137.3
2023-10-10 00:00:00,SO - 0005194,27818.4
2023-10-10 00:00:00,SO - 0005195,15329.6
2023-10-10 00:00:00,SO - 0005196,15075
2023-10-10 00:00:00,SO - 0005197,1742
2023-10-11 00:00:00,SO - 0005198,56682
2023-10-11 00:00:00,SO - 0005199,18760
2023-10-11 00:00:00,SO - 0005200,17728.2
2023-10-11 00:00:00,SO - 0005201,5226
2023-10-11 00:00:00,SO - 0005202,45452.8
2023-10-11 00:00:00,SO - 0005203,11055
2023-10-11 00:00:00,SO - 0005204,37989
2023-10-12 00:00:00,SO - 0005205,26163.5
2023-10-12 00:00:00,SO - 0005206,35268.8
2023-10-12 00:00:00,SO - 0005207,8576
2023-10-12 00:00:00,SO - 0005208,13828.8
2023-10-12 00:00:00,SO - 0005209,1326.6
2023-10-12 00:00:00,SO - 0005210,12307.9
2023-10-12 00:00:00,SO - 0005211,1453.9
2023-10-12 00:00:00,SO - 0005212,10519
2023-10-13 00:00:00,SO - 0005213,1715.2
2023-10-13 00:00:00,SO - 0005214,51884.8
2023-10-13 00:00:00,SO - 0005215,18947.6
2023-10-13 00:00:00,SO - 0005216,5708.4
2023-10-13 00:00:00,SO - 0005217,13882.4
2023-10-13 00:00:00,SO - 0005218,38726
2023-10-13 00:00:00,SO - 0005219,43998.9
2023-10-14 00:00:00,SO - 0005220,17956
2023-10-14 00:00:00,SO - 0005221,19235.7
2023-10-14 00:00:00,SO - 0005222,46149.6
2023-10-14 00:00:00,SO - 0005223,16790.2
2023-10-14 00:00:00,SO - 0005224,44434.4
2023-10-14 00:00:00,SO - 0005225,23557.2
2023-10-14 00:00:00,SO - 0005226,49848
2023-10-14 00:00:00,SO - 0005227,36340.8
2023-10-15 00:00:00,SO - 0005228,15316.2
2023-10-15 00:00:00,SO - 0005229,9346.5
2023-10-15 00:00:00,SO - 0005230,68688.4
2023-10-15 00:00:00,SO - 0005231,42377.5
2023-10-15 00:00:00,SO - 0005232,31248.8
2023-10-15 00:00:00,SO - 0005233,2733.6
2023-10-15 00:00:00,SO - 0005234,17286
2023-10-15 00:00:00,SO - 0005235,16884
2023-10-16 00:00:00,SO - 0005236,40066
2023-10-16 00:00:00,SO - 0005237,1829.1
2023-10-16 00:00:00,SO - 0005238,4690
2023-10-16 00:00:00,SO - 0005239,30284
2023-10-16 00:00:00,SO - 0005240,17822
2023-10-16 00:00:00,SO - 0005241,1500.8
2023-10-16 00:00:00,SO - 0005242,1715.2
2023-10-17 00:00:00,SO - 0005243,34612.2
2023-10-17 00:00:00,SO - 0005244,10385
2023-10-17 00:00:00,SO - 0005245,1641.5
2023-10-17 00:00:00,SO - 0005246,10854
2023-10-17 00:00:00,SO - 0005247,20743.2
2023-10-17 00:00:00,SO - 0005248,6693.3
2023-10-18 00:00:00,SO - 0005249,13118.6
2023-10-18 00:00:00,SO - 0005250,15477
